State,Pollster,Date,Type,Sample,Dem,GOP,Kennedy,Stein,Oliver,West,Matchup,Partisan,Private,"Sample
size[b]","Others/
Undecided"
National,Morning Consult,09/29/2024,LV,,51.0,46.0,,,,,Y,,,11381,
NC,HighPoint,09/29/2024,LV,589,48.0,48.0,,,,,Y,,,,
PA,OnMessage,09/29/2024,LV,800,47.0,47.0,,,,,Y,R,,,
MI,GSG,09/29/2024,LV,404,47.0,49.0,,,,,Y,,,,
PA,GSG,09/29/2024,LV,408,48.0,48.0,,,,,Y,,,,
AK,Alaska Survey Research,09/29/2024,LV,1182,43.0,52.0,6.0,,,,Y,,,,
GA,Quinnipiac,09/29/2024,LV,942,45.0,50.0,,,,,Y,,,,
SC,Winthrop University,09/29/2024,LV,1068,42.0,52.0,,,,,Y,,,,
NC,Quinnipiac,09/29/2024,LV,953,48.0,49.0,,,,,Y,,,,
NC,Washington Post,09/29/2024,LV,1001,48.0,50.0,,,,,Y,,,,
AZ,Highground,09/29/2024,LV,500,48.0,46.0,,,,,Y,,,,
GA,InsiderAdvantage,09/30/2024,LV,800,48.0,48.0,,,,,Y,,,,
ND,WPA Intelligence,09/30/2024,LV,500,32.0,59.0,,,1.0,,Y,,,,
NC,InsiderAdvantage,09/30/2024,LV,800,49.0,50.0,,,,,Y,,,,
National,Ipsos/Reuters,09/30/2024,LV,,48.0,44.0,,,,,Y,,,1313,
NV,InsiderAdvantage,09/30/2024,LV,800,48.0,49.0,,,,,Y,,,,
AZ,InsiderAdvantage,09/30/2024,LV,800,48.0,49.0,,,,,Y,,,,
MI,Mitchell Research,09/30/2024,LV,709,48.0,49.0,,,,,Y,,,,
National,YouGov,10/01/2024,LV,,49.0,46.0,,1.0,,,Y,,,1261,
NE,The Bullfinch Group,10/01/2024,LV,400,42.0,53.0,,,,,Y,,,,
AZ,Fabrizio Lee,10/01/2024,LV,600,48.0,50.0,,,,,Y,,,,
CA,Berkley,10/01/2024,LV,3045,57.0,35.0,2.0,,,,Y,,,,
National,Marist,10/01/2024,LV,,50.0,48.0,,,,,Y,,,1294,
National,Emerson,10/01/2024,LV,,50.0,49.0,,,,,Y,,,1000,
National,Susquehanna,10/01/2024,LV,,49.0,44.0,,,,,Y,,,1001,
WI,Redfield,10/02/2024,LV,533,47.0,46.0,,0.0,1.0,,Y,,,,
PA,YouGov,10/02/2024,RV,1000,47.0,45.0,,,,,Y,,,,
NH,St. Anselm,10/02/2024,LV,,51.0,44.0,,,,,Y,,,,
FL,Redfield,10/02/2024,LV,2946,45.0,49.0,,1.0,1.0,,Y,,,,
NC,Redfield,10/02/2024,LV,753,45.0,47.0,,1.0,0.0,,Y,,,,
AZ,RMG,10/02/2024,LV,783,46.0,50.0,,,,,Y,,,,
AZ,Redfield,10/02/2024,LV,555,47.0,48.0,,1.0,1.0,,Y,,,,
PA,Redfield,10/02/2024,LV,5686,48.0,47.0,,0.0,1.0,,Y,,,,
MN,Redfield,10/02/2024,LV,551,51.0,43.0,,0.0,1.0,,Y,,,,
MI,Redfield,10/02/2024,LV,839,48.0,46.0,,0.0,1.0,,Y,,,,
GA,Redfield,10/02/2024,LV,3783,47.0,47.0,,1.0,1.0,,Y,,,,
NV,Redfield,10/02/2024,LV,515,48.0,47.0,,1.0,1.0,,Y,,,,
NE,Impact,10/03/2024,LV,500,38.0,58.0,,,,,Y,I,,,
National,Cygnal,10/03/2024,LV,,50.0,47.0,,,,,Y,,,1500,
National,Data for Progress,10/03/2024,LV,,49.0,46.0,,,,,Y,,,1211,
National,RMG,10/03/2024,LV,,49.0,49.0,,,,,Y,,,2965,
NV,RMG,10/03/2024,LV,782,49.0,49.0,,,,,Y,,,,
National,YouGov,10/04/2024,LV,,48.0,47.0,,,,,Y,,,1033,
National,Noble Predictive,10/04/2024,LV,,49.0,47.0,,,,,Y,,,2290,
National,TIPP,10/04/2024,LV,,49.0,46.0,,,,,Y,,,997,
VA,Watson Center,10/04/2024,LV,800,51.0,41.0,,,,,Y,,,,
MI,Glengarrif Group,10/04/2024,LV,600,47.0,44.0,5.0,1.0,1.0,1.0,N,,,,
National,Big Village,10/04/2024,LV,,50.0,46.0,,,,,Y,,,755,
MA,Suffolk,10/05/2024,LV,500,61.0,32.0,,1.0,0.0,,Y,,,,
National,Siena College,10/06/2024,LV,,49.0,46.0,,,,,Y,,,3385,
National,Redfield,10/06/2024,LV,,48.0,46.0,,1.0,1.0,,Y,,,1918,
National,Morning Consult,10/06/2024,LV,,51.0,46.0,,,,,Y,,,11353,
FL,Siena,10/06/2024,LV,622,41.0,55.0,,,,,Y,,,,
National,Ipsos/Reuters,10/06/2024,RV,,46.0,43.0,,,,,Y,,,1076,
TX,Siena,10/06/2024,LV,617,44.0,50.0,,,,,Y,,,,
National,Research Co.,10/06/2024,LV,,49.0,45.0,,,,,Y,,,1001,
TX,FAU,10/06/2024,LV,775,45.0,50.0,,,,,Y,,,,
MI,Quinnipiac,10/07/2024,LV,1007,47.0,51.0,,,,,Y,,,,
ME2,Digital Research,10/07/2024,RV,301,40.0,49.0,,,,,Y,,,,
ME1,Digital Research,10/07/2024,RV,303,56.0,33.0,,,,,Y,,,,
ME,Digital Research,10/07/2024,RV,604,48.0,41.0,,,,,Y,,,,
PA,Research Co.,10/07/2024,LV,450,50.0,49.0,,,,,Y,,,,
National,YouGov,10/07/2024,LV,,49.0,45.0,,1.0,,0.0,Y,,,1230,
UT,Noble Predictive,10/07/2024,LV,539,38.0,54.0,,,,,Y,,,,
PA,Hunt Research,10/07/2024,LV,1037,47.0,48.0,,,,,Y,,,,
FL,Marist,10/07/2024,LV,1257,47.0,51.0,,,,,Y,,,,
TX,Marist,10/07/2024,LV,1186,46.0,53.0,,,,,Y,,,,
MI,Research Co.,10/07/2024,LV,450,51.0,48.0,,,,,Y,,,,
WI,Quinnipiac,10/07/2024,LV,1073,47.0,49.0,,,,,Y,,,,
OH,Marist,10/07/2024,LV,1327,46.0,52.0,,,,,Y,,,,
OH,WaPo,10/07/2024,LV,1002,45.0,51.0,,,,,Y,,,,
PA,Quinnipiac,10/07/2024,LV,1007,49.0,47.0,,,,,Y,,,,
WI,Research Co.,10/07/2024,LV,450,50.0,48.0,,,,,Y,,,,
National,Hart Research,10/08/2024,RV,,48.0,48.0,,,,,Y,,,1000,
National,co/efficient,10/08/2024,LV,,49.0,47.0,,,,,Y,,,2180,
National,Yale,10/08/2024,LV,,47.0,46.0,,,,,Y,,,"5,500",
WI,Fabrizio Lee,10/08/2024,RV,600,48.0,48.0,,,,,Y,,,,
PA,Emerson,10/08/2024,LV,1000,49.0,49.7,,,,,Y,,,,
GA,Fabrizio Lee,10/08/2024,RV,600,48.0,46.0,,,,,Y,,,,
PA,InsiderAdvantage,10/08/2024,LV,800,47.0,49.0,,,,,Y,,,,
MI,Fabrizio Lee,10/08/2024,RV,600,49.0,47.0,,,,,Y,,,,
NE,Torchlight,10/08/2024,LV,600,37.0,57.0,,,,,Y,R,,,
AZ,Emerson,10/08/2024,LV,1000,48.0,51.0,,,,,Y,,,,
NE,Change,10/08/2024,LV,895,38.0,58.0,,,,,Y,I,,,
NV,Fabrizio Lee,10/08/2024,RV,600,43.0,49.0,,,,,Y,,,,
NC,Fabrizio Lee,10/08/2024,RV,600,47.0,47.0,,,,,Y,,,,
PA,Fabrizio Lee,10/08/2024,RV,600,48.0,46.0,,,,,Y,,,,
AZ,Fabrizio Lee,10/08/2024,RV,600,48.0,46.0,,,,,Y,,,,
NC,Emerson,10/08/2024,LV,1000,49.0,49.9,,,,,Y,,,,
FL,Tarrance Group,10/08/2024,RV,818,44.0,51.0,,,,,Y,R,,,
MT,Siena,10/08/2024,LV,656,40.0,57.0,,,,,Y,,,,
WI,Emerson,10/08/2024,LV,1000,49.2,49.9,,,,,Y,,,,
GA,Emerson,10/08/2024,LV,1000,49.8,49.7,,,,,Y,,,,
TN,Targoz,10/08/2024,LV,971,35.0,56.0,5.0,0.0,1.0,,N,,,,
MI,Emerson,10/08/2024,LV,950,49.7,49.6,,,,,Y,,,,
NV,Emerson,10/08/2024,LV,900,49.2,48.1,,,,,Y,,,,
PA,JL Partners,10/08/2024,LV,800,47.0,47.0,47.0,1.0,1.0,,Y,,,,
GA,Redfield,10/09/2024,LV,608,47.0,48.0,,,,,Y,,,,
PA,UMass Lowell,10/09/2024,LV,800,46.0,45.0,,1.0,0.0,,Y,,,,
AK,Alaska Survey Research,10/09/2024,LV,1254,43.0,50.0,7.0,,,,N,,,,
WI,Fabrizio Lee,10/09/2024,LV,800,47.0,49.0,,,,,Y,R,,,
NC,Fabrizio Lee,10/09/2024,LV,800,47.0,48.0,,,,,Y,R,,,
National,Ipsos,10/09/2024,LV,,51.0,48.0,,,,,Y,,,1714,
PA,Redfield,10/09/2024,LV,600,46.0,48.0,,0.0,1.0,,Y,,,,
NV,Fabrizio Lee,10/09/2024,LV,900,47.0,50.0,,,,,Y,R,,,
AK,Alaska Survey Research,10/09/2024,LV,1254,46.0,54.0,,,,,Y,,,,
GA,Fabrizio Lee,10/09/2024,LV,800,45.0,50.0,,,,,Y,R,,,
AZ,Fabrizio Lee,10/09/2024,LV,800,46.0,49.0,,,,,Y,R,,,
PA,Fabrizio Lee,10/09/2024,LV,800,48.0,49.0,,,,,Y,R,,,
MI,Fabrizio Lee,10/09/2024,LV,800,48.0,49.0,,,,,Y,R,,,
AZ,Siena,10/10/2024,LV,808,46.0,51.0,,,,,Y,,,,
National,Marist,10/10/2024,LV,,52.0,47.0,,,,,Y,,,1041,
SC,Claflin,10/10/2024,LV,1005,43.0,50.0,,,,,Y,,,,
GA,RMG,10/10/2024,LV,731,47.0,50.0,,,,,Y,,,,
MA,UMass,10/10/2024,A,700,59.0,30.0,,2.0,1.0,,Y,,,,
National,Marquette Law,10/10/2024,LV,,48.0,47.0,,,,,Y,,,699,
TX,University of Houston,10/10/2024,LV,1329,46.0,51.0,,1.0,0.0,,Y,,,,
National,RMG,10/10/2024,LV,,50.0,47.0,,,,,Y,,,2945,
PA,Siena,10/10/2024,LV,857,50.0,47.0,,,,,Y,,,,
MI,YouGov,10/10/2024,LV,845,52.0,48.0,,,,,Y,,,,
PA,American Pulse,10/10/2024,LV,1193,49.4,49.6,,,,,Y,,,,
TX,YouGov,10/10/2024,LV,1091,46.0,51.0,,,,,Y,,,,
NH,UMass Lowell,10/10/2024,LV,600,50.0,41.0,,,,,Y,,,,
MI,Morning Consult,10/11/2024,LV,1065,49.0,47.0,,,,,Y,,,,
AZ,Morning Consult,10/11/2024,LV,635,49.0,48.0,,,,,Y,,,,
MI,MRG,10/11/2024,LV,600,45.0,44.0,,,,,Y,,,,
National,HarrisX,10/11/2024,RV,,51.0,49.0,,,,,Y,,,2010,
National,HarrisX,10/11/2024,LV,,51.0,49.0,,,,,Y,,,1692,
National,YouGov,10/11/2024,LV,,51.0,48.0,,,,,Y,,,2712,
WA,Elway,10/12/2024,LV,401,57.0,32.0,,,,,Y,,,,
MI,SoCal,10/13/2024,LV,692,49.0,48.0,,,,,Y,R,,,
National,TIPP,10/13/2024,LV,,49.0,46.0,,,,,Y,,,1211,
National,Morning Consult,10/13/2024,LV,,50.0,46.0,,,,,Y,,,8647,
National,Ipsos,10/13/2024,LV,,47.0,44.0,,,,,Y,,,769,
National,HarrisX,10/13/2024,LV,,51.0,49.0,,,,,Y,,,2496,
National,Beacon Shaw,10/14/2024,LV,,48.0,50.0,,,,,Y,,,870,
National,TIPP,10/14/2024,LV,,49.0,46.0,,,,,Y,,,1198,
National,Farleigh,10/14/2024,RV,,50.0,47.0,,,,,Y,,,801,
NC,Cynal,10/14/2024,LV,600,47.0,47.0,,1.0,1.0,,Y,,,,
WA,SurveyUSA,10/14/2024,LV,703,57.0,35.0,,,,,Y,,,,
GA,ECU,10/14/2024,LV,701,46.0,49.0,,1.0,,,Y,,,,
CA,Emerson,10/14/2024,LV,1000,59.0,35.0,,,,,Y,,,,
WI,Patriot Polling,10/14/2024,RV,803,49.0,50.0,,,,,Y,,,,
MI,Mitchell Research,10/14/2024,LV,589,47.0,49.0,,,,,Y,,,,
GA,Quinnipiac,10/14/2024,LV,1328,46.0,52.0,,,,,Y,,,,
NC,Quinnipiac,10/14/2024,LV,1031,50.0,47.0,,,,,Y,,,,
CA,PPIC,10/15/2024,LV,1646,59.0,33.0,,,,,Y,,,,
NV,Fabrizio Lee,10/15/2024,LV,600,47.0,49.0,,,,,Y,,,,
AZ,WaPo,10/15/2024,LV,580,46.0,49.0,,,,,Y,,,,
GA,WaPo,10/15/2024,LV,730,51.0,47.0,,,,,Y,,,,
MI,WaPo,10/15/2024,LV,687,49.0,47.0,,,,,Y,,,,
NV,WaPo,10/15/2024,LV,652,48.0,48.0,,,,,Y,,,,
NC,WaPo,10/15/2024,LV,965,47.0,50.0,,,,,Y,,,,
WI,WaPo,10/15/2024,LV,695,50.0,47.0,,,,,Y,,,,
PA,WaPo,10/15/2024,LV,707,49.0,47.0,,,,,Y,,,,
WI,Redfield,10/15/2024,LV,641,48.0,47.0,,1.0,1.0,,Y,,,,
PA,Redfield,10/15/2024,LV,641,48.0,48.0,,0.0,1.0,,Y,,,,
NC,Redfield,10/15/2024,LV,641,46.0,48.0,,0.0,1.0,,Y,,,,
TX,Morning Consult,10/15/2024,LV,2048,46.0,50.0,,,,,Y,,,,
NM,Redfield,10/15/2024,LV,382,49.0,45.0,,2.0,1.0,,Y,,,,
NV,Redfield,10/15/2024,LV,382,47.0,47.0,,0.0,1.0,,Y,,,,
MN,Redfield,10/15/2024,LV,544,51.0,42.0,,1.0,0.0,,Y,,,,
MI,Redfield,10/15/2024,LV,682,47.0,47.0,,0.0,1.0,,Y,,,,
GA,Redfield,10/15/2024,LV,637,47.0,47.0,,2.0,1.0,,Y,,,,
GA,Morning Consult,10/15/2024,LV,1002,48.0,49.0,,,,,Y,,,,
MD,Morning Consult,10/15/2024,LV,490,64.0,31.0,,,,,Y,,,,
NV,Morning Consult,10/15/2024,LV,496,49.0,45.0,,,,,Y,,,,
FL,Redfield,10/15/2024,LV,1009,44.0,50.0,,,,,Y,,,,
AZ,Redfield,10/15/2024,LV,1141,46.0,48.0,,1.0,1.0,,Y,,,,
OH,Morning Consult,10/15/2024,LV,1234,45.0,52.0,,,,,Y,,,,
PA,Morning Consult,10/15/2024,LV,1395,49.0,48.0,,,,,Y,,,,
WI,Morning Consult,10/15/2024,LV,527,47.0,48.0,,,,,Y,,,,
NC,Morning Consult,10/15/2024,LV,1072,48.0,49.0,,,,,Y,,,,
GA,InsiderAdvantage,10/15/2024,RV,800,47.0,49.0,,,,,Y,,,,
National,YouGov,10/15/2024,LV,,49.0,45.0,,1.0,,0.0,Y,,,1314,
AZ,YouGov,10/16/2024,LV,1435,48.0,51.0,,,,,Y,,,,
National,Emerson,10/16/2024,LV,,50.0,49.0,,,,,Y,,,1000,
National,Gateway,10/16/2024,LV,,53.0,47.0,,,,,Y,,,2540,
MT,Montana State,10/16/2024,A,760,34.0,52.0,,,,,Y,,,,
National,TIPP,10/16/2024,LV,,49.0,46.0,,,,,Y,,,1228,
MI,RMG,10/16/2024,LV,789,49.0,49.0,,,,,Y,,,,
National,RMG,10/16/2024,LV,,50.0,49.0,,,,,Y,,,2950,
National,OnMessage,10/16/2024,LV,,45.0,46.0,,,,,Y,R,,800,
National,YouGov,10/16/2024,A,,48.0,46.0,,,,,Y,,,1412,
GA,AJC,10/16/2024,LV,1000,44.0,47.0,,,,,Y,,,,
KS,Fort Hays,10/16/2024,LV,517,43.0,48.0,,,,,Y,,,,
KS,Fort Hays,10/16/2024,A,608,39.0,50.0,,,,,Y,,,,
WI,RMG Research,10/16/2024,LV,787,49.0,50.0,,,,,Y,,,,
National,Atlas Intel,10/17/2024,LV,,48.1,50.8,,,,,Y,,,,
National,YouGov,10/17/2024,LV,,51.0,46.0,,,,,Y,,,1500,
OR,PPP,10/17/2024,LV,716,53.0,41.0,,,,,Y,D,,,
NC,Elon,10/17/2024,RV,800,46.0,46.0,,,,,Y,,,,
WA,PPP,10/17/2024,LV,571,55.0,40.0,,,,,Y,D,,,
FL,RMG,10/17/2024,LV,788,47.0,52.0,,,,,Y,,,,
GA,TIPP,10/17/2024,LV,813,49.0,49.0,,,,,Y,,,,
National,Quantus Polls and News,10/17/2024,LV,,49.0,49.0,,,,,Y,,,1045,
TX,YouGov,10/17/2024,LV,1075,46.0,51.0,,,,,Y,,,,
National,TIPP,10/17/2024,LV,,49.0,47.0,,,,,Y,,,1257,
FL,YouGov,10/17/2024,LV,1094,46.0,51.0,,,,,Y,,,,
CA,YouGov,10/17/2024,LV,1139,63.0,34.0,,,,,Y,,,,
NY,YouGov,10/17/2024,LV,1089,58.0,38.0,,,,,Y,,,,
PA,YouGov,10/17/2024,LV,1043,50.0,47.0,,,,,Y,,,,
NY,Siena,10/17/2024,LV,872,58.0,39.0,,,,,Y,,,,
NH,Dartmouth Research,10/18/2024,RV,2211,59.0,38.0,,,,,Y,,,,
OK,WPA Intelligence,10/18/2024,LV,502,29.0,65.0,,,1.0,,Y,,,,
WI,Bullfinch,10/18/2024,LV,600,50.0,47.0,,,,,Y,,,,
FL,Redfield,10/18/2024,LV,1275,55.0,49.0,,,,,Y,,,,
PA,Bullfinch,10/18/2024,LV,600,49.0,49.0,,,,,Y,,,,
MI,Bullfinch,10/18/2024,LV,600,53.0,45.0,,,,,Y,,,,
NC,AtlasIntel,10/18/2024,LV,1674,50.5,48.8,,,,,Y,,,,
GA,AtlasIntel,10/18/2024,LV,1411,48.4,50.1,,,,,Y,,,,
NC,Redfield,10/18/2024,LV,843,45.0,48.0,,,,,Y,,,,
AZ,Redfield,10/18/2024,LV,1019,46.0,49.0,,1.0,1.0,,Y,,,,
AZ,AtlasIntel,10/18/2024,LV,1440,49.3,49.2,,,,,Y,,,,
NV,AtlasIntel,10/18/2024,LV,1171,48.4,48.3,,,,,Y,,,,
WI,AtlasIntel,10/18/2024,LV,932,49.0,48.4,,,,,Y,,,,
MI,AtlasIntel,10/18/2024,LV,1529,47.3,50.2,,,,,Y,,,,
PA,AtlasIntel,10/18/2024,LV,2048,47.4,49.9,,,,,Y,,,,
FL,University of North Florida,10/18/2024,LV,977,43.0,53.0,,,,,Y,,,,
NM,Research & Polling,10/18/2024,LV,1024,50.0,41.0,3.0,,,,Y,,,,
MI,Redfield,10/18/2024,LV,1008,47.0,47.0,,1.0,,,Y,,,,
NV,Redfield,10/18/2024,LV,529,46.0,47.0,,1.0,1.0,,Y,,,,
WI,Redfield,10/18/2024,LV,622,47.0,46.0,,,,,Y,,,,
National,Suffolk,10/18/2024,LV,,50.0,49.0,,,,,Y,,,1000,
PA,Redfield,10/18/2024,LV,1256,48.0,48.0,,,1.0,,Y,,,,
UT,HarrisX,10/19/2024,RV,813,31.0,63.0,,,,,Y,,,,
National,POS,10/19/2024,RV,,46.0,48.0,,,,,Y,,,1000,
AZ,Morning Consult,10/20/2024,LV,861,49.0,49.0,,,,,Y,,,,
GA,Morning Consult,10/20/2024,LV,855,48.0,50.0,,,,,Y,,,,
PA,Franklin & Marshall,10/20/2024,LV,794,49.0,50.0,,,,,Y,,,,
FL,Cherry Communications,10/20/2024,LV,614,45.0,51.0,,,,,Y,R,,,
AZ,UofA,10/20/2024,RV,600,46.1,45.5,,,,,Y,,,,
PA,Morning Consult,10/20/2024,LV,812,50.0,48.0,,,,,Y,,,,
National,Morning Consult,10/20/2024,LV,,50.0,46.0,,,,,Y,,,8570,
AZ,InsiderAdvantage,10/20/2024,LV,800,47.0,50.0,,,,,Y,,,,
NC,SurveyUSA,10/20/2024,RV,1164,47.0,46.0,,,,,Y,,,,
AZ,High Ground,10/20/2024,LV,400,46.2,46.8,,,,,Y,,,,
FL,Emerson,10/20/2024,LV,,46.0,54.0,,,,,Y,,,,
NV,InsiderAdvantage,10/20/2024,LV,800,48.0,48.0,,,,,Y,,,,
ME2,Axis Research,10/20/2024,LV,411,41.0,50.0,,,,,Y,R,,,
NV,Morning Consult,10/20/2024,LV,420,49.0,48.0,,,,,Y,,,,
NC,Morning Consult,10/20/2024,LV,702,48.0,50.0,,,,,Y,,,,
MI,Morning Consult,10/20/2024,LV,705,50.0,46.0,,,,,Y,,,,
AZ,Truedot,10/20/2024,RV,846,46.0,45.0,,,,,Y,,,,
WI,Morning Consult,10/20/2024,LV,635,48.0,48.0,,,,,Y,,,,
National,Monmouth,10/21/2024,RV,,47.0,44.0,,,,,Y,,,802,
OH,YouGov,10/21/2024,LV,1000,43.0,50.0,,,,,Y,,,,
TX,Emerson,10/21/2024,LV,,46.0,53.0,,,,,Y,,,,
National,Ipsos,10/21/2024,LV,,48.0,45.0,,,,,Y,,,3307,
MI,Quinnipiac,10/21/2024,LV,1136,50.0,46.0,,,,,Y,,,,
WI,Quinnipiac,10/21/2024,LV,1108,48.0,48.0,,,,,Y,,,,
NE,Change,10/21/2024,LV,815,41.0,55.0,,,,,Y,I,,,
National,Redfield Wilton,10/21/2024,LV,,45.0,47.0,,,,,Y,,,1273,
MD,Emerson,10/21/2024,LV,,64.0,34.4,,,,,Y,,,,
TX,UT Tyler,10/21/2024,LV,956,46.0,51.0,,1.0,1.0,,Y,,,,
PA,Susquehanna Polling & Research,10/22/2024,LV,500,46.0,46.0,,,,,Y,,,,
AZ,Marist,10/22/2024,LV,950,49.0,50.0,,,,,Y,,,,
GA,Marist,10/22/2024,LV,1193,49.0,49.0,,,,,Y,,,,
PA,Emerson,10/22/2024,LV,860,49.0,50.7,,,,,Y,,,,
NC,Marist,10/22/2024,LV,1226,48.0,50.0,,,,,Y,,,,
AK,Alaska Survey Research,10/22/2024,LV,1703,45.0,55.0,,,,,Y,,,,
SC,ECU,10/22/2024,LV,950,42.0,55.0,,,1.0,,Y,,,,
AK,Alaska Survey Research,10/22/2024,LV,1703,43.0,51.0,7.0,,,,N,,,,
NC,Emerson,10/22/2024,LV,950,48.2,50.2,,,,,Y,,,,
NJ,Rutgers,10/22/2024,RV,478,51.0,37.0,,,,,Y,,,,
National,WSJ,10/22/2024,RV,,46.0,49.0,,,,,Y,,,1500,
MD,WaPo,10/22/2024,LV,1000,61.0,33.0,,,,,Y,,,,
National,Ipsos,10/22/2024,LV,,51.0,47.0,,0.0,1.0,0.0,Y,,,1913,
WI,Redfield,10/22/2024,LV,557,49.0,47.0,,0.0,1.0,,Y,,,,
WI,OnMessage,10/22/2024,LV,600,47.0,48.0,,1.0,0.0,,Y,R,,,
PA,Redfield,10/22/2024,LV,1586,48.0,47.0,,0.0,1.0,,Y,,,,
NC,Redfield,10/22/2024,LV,679,47.0,48.0,,1.0,0.0,,Y,,,,
National,YouGov,10/22/2024,LV,,49.0,46.0,,1.0,,,Y,,,1293,
National,HarrisX,10/22/2024,LV,,49.0,51.0,,,,,Y,,,1244,
WI,Emerson,10/22/2024,LV,800,49.2,49.9,,,,,Y,,,,
NV,Redfield,10/22/2024,LV,540,46.0,47.0,,,,,Y,,,,
NV,OnMessage,10/22/2024,LV,600,47.0,50.0,,,,,Y,R,,,
MN,Embold,10/22/2024,LV,1734,48.0,45.0,,,,,Y,,,,
SD,Emerson,10/22/2024,LV,825,35.0,62.0,,,,,Y,,,,
GA,Redfield,10/22/2024,LV,1168,47.0,48.0,,0.0,1.0,,Y,,,,
AZ,Redfield,10/22/2024,LV,710,46.0,48.0,,1.0,1.0,,Y,,,,
OH,OnMessage,10/22/2024,LV,600,44.0,52.0,,1.0,1.0,,Y,R,,,
FL,Hunt Research,10/22/2024,LV,1234,45.0,50.0,,,,,Y,,,,
MI,Redfield,10/22/2024,LV,1115,47.0,47.0,,1.0,0.0,,Y,,,,
National,Paradigm,10/22/2024,LV,,48.0,46.0,,,,,Y,,,1000,
National,Tufts,10/23/2024,LV,,49.0,48.0,,,,,Y,,,633,
NH,Emerson,10/23/2024,LV,915,51.0,47.0,,,,,Y,,,,
National,CNN/SSRS,10/23/2024,LV,,47.0,47.0,,1.0,2.0,,Y,,,1704,
National,Siena College,10/23/2024,LV,,48.0,48.0,,,,,Y,,,2516,
National,Big Village,10/23/2024,LV,,52.0,45.0,,,,,Y,,,1592,
National,Clarity,10/23/2024,LV,,50.0,46.0,,,,,Y,,,1314,
VA,WaPO,10/23/2024,LV,1004,49.0,43.0,,,,,Y,,,,
WI,Suffolk,10/23/2024,LV,500,47.0,48.0,,,,,Y,,,,
NJ,Cygnal,10/24/2024,LV,600,52.0,40.0,,,,,Y,,,,
MI,UMass Lowell,10/24/2024,LV,,49.0,45.0,,,,,Y,,,,
NH,UMass Lowell,10/24/2024,LV,,50.0,43.0,,,,,Y,,,,
PA,UMass Lowell,10/24/2024,LV,800,48.0,47.0,,,,,Y,,,,
OH,University of Akron,10/24/2024,LV,1241,44.0,51.0,,,,,Y,,,,
WI,Marquette,10/24/2024,LV,753,50.0,49.0,,,,,Y,,,,
NJ,Cygnal,10/24/2024,LV,600,52.0,40.0,,,,,Y,,,,
National,Emerson,10/24/2024,LV,,49.0,49.0,,,,,Y,,,1000,
National,Deltapoll,10/24/2024,A,,51.0,48.0,,,,,Y,,,3041,
National,Angus Reid Global,10/24/2024,LV,,49.0,47.0,,,,,Y,,,1928,
NC,UMass Lowell,10/24/2024,LV,650,45.0,47.0,,,,,Y,,,,
MI,Glengarrif,10/24/2024,LV,,46.7,43.7,,,,,Y,,,,
GA,National Public Affairs,10/24/2024,LV,829,47.0,49.0,,,,,Y,,,,
SC,Citadel,10/25/2024,LV,1136,42.0,54.0,,,,,Y,,,,
National,YouGov,10/25/2024,LV,,50.0,49.0,,,,,Y,,,2154,
National,CCES/YouGov,10/25/2024,LV,,51.0,47.0,,,,,Y,,,"48,732",
WI,CCES/YouGov,10/25/2024,LV,1542,50.0,47.0,,,,,Y,,,,
PA,CCES/YouGov,10/25/2024,LV,3685,49.0,48.0,,,,,Y,,,,
NC,CCES/YouGov,10/25/2024,LV,2308,48.0,50.0,,,,,Y,,,,
NV,CCES/YouGov,10/25/2024,LV,933,51.0,47.0,,,,,Y,,,,
GA,CCES/YouGov,10/25/2024,LV,2663,48.0,49.0,,,,,Y,,,,
AZ,CCES/YouGov,10/25/2024,LV,2066,47.0,51.0,,,,,Y,,,,
OH,CCES/YouGov,10/25/2024,LV,3091,45.0,52.0,,,,,Y,,,,
VA,CCES/YouGov,10/25/2024,LV,2015,52.0,44.0,,,,,Y,,,,
MT,Emerson,10/25/2024,LV,1000,40.0,59.0,,,,,Y,,,,
FL,CCES/YouGov,10/25/2024,LV,5916,46.0,52.0,,,,,Y,,,,
TX,CCES/YouGov,10/25/2024,LV,6473,47.0,51.0,,,,,Y,,,,
FL,St. Petes,10/25/2024,LV,1227,45.0,50.0,,,,,Y,,,,
NH,CCES/YouGov,10/25/2024,LV,375,52.0,45.0,,,,,Y,,,,
MN,CCES/YouGov,10/25/2024,LV,1275,53.0,43.0,,,,,Y,,,,
MI,CCES/YouGov,10/25/2024,LV,2308,51.0,46.0,,,,,Y,,,,
GA,The Citadel,10/25/2024,LV,1126,47.0,49.0,,,,,Y,,,,
National,FAU,10/26/2024,LV,,49.0,47.0,,,,,Y,,,,
National,Cygnal,10/26/2024,LV,,50.0,47.0,,,,,Y,,,1507,
TX,Siena,10/26/2024,LV,"1,180",42.0,52.0,,,,,Y,,,,
NE,Siena,10/26/2024,LV,"1,194",40.0,55.0,,,,,Y,,,,
NE2,Siena,10/26/2024,LV,500,54.0,42.0,,,,,Y,,,,
NC,SurveyUSA,10/26/2024,LV,853,47.0,47.0,,,,,Y,,,,
AZ,SSRS,10/26/2024,LV,,48.0,47.0,,,,,Y,,,,
NV,SSRS,10/26/2024,LV,,47.0,48.0,,,,,Y,,,,
AZ,JL Partners,10/26/2024,LV,500,48.0,49.0,,,,,Y,,,,
